churned,account_length,area_code,intl_plan,number_customer_service_calls,number_vmail_messages,phone_number,state,total_day_calls,total_day_charge,total_day_minutes,total_eve_calls,total_eve_charge,total_eve_minutes,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,voice_mail_plan,total_night_minutes,_dmIndex_,_PartInd_,M_FILTER
0,145,415,no,0,10,400-2419,AZ,100,32.42,190.7,114,15.1,177.7,2,3.46,12.8,100,7.53,yes,167.3,7000405,1,0
0,77,415,no,1,0,337-1993,NV,81,36.64,215.5,100,14.53,170.9,3,2.78,10.3,59,7.66,no,170.3,7000406,0,0
0,99,408,no,1,12,360-8926,WV,83,20.38,119.9,98,20.2,237.7,2,4.48,16.6,159,8.44,yes,187.6,7000407,1,0
1,106,510,yes,4,0,420-4654,VT,100,33.44,196.7,109,17.87,210.2,1,2.11,7.8,83,7.82,no,173.8,7000408,1,0
0,32,510,no,2,0,354-2215,OK,122,39.22,230.7,134,17.4,204.7,3,2.35,8.7,86,6.39,no,142,7000409,2,0
0,131,415,no,2,0,399-1939,RI,39,22.32,131.3,101,20.65,242.9,2,2.3,8.5,100,12.55,no,278.8,7000410,1,0
0,100,415,no,3,0,390-2676,MA,100,28.42,167.2,87,12,141.2,6,1.65,6.1,76,11.31,no,251.3,7000411,0,0
1,174,415,no,0,0,420-4132,OR,102,37.79,222.3,123,14.77,173.8,2,1.54,5.7,97,13.37,no,297.2,7000412,0,0
1,98,510,no,2,0,393-2256,NY,92,33.76,198.6,99,29.7,349.4,6,1.97,7.3,83,9.98,no,221.7,7000413,1,0
0,42,510,no,1,0,386-3716,ME,109,23.7,139.4,121,19.02,223.8,3,1.24,4.6,105,11.02,no,244.9,7000414,1,0
0,99,408,no,2,0,389-8407,VA,121,22.17,130.4,103,18.69,219.9,3,2.65,9.8,85,3.78,no,84.1,7000415,0,0
0,122,415,no,3,0,342-6680,DE,88,31.38,184.6,98,12.65,148.8,2,3.86,14.3,58,13.94,no,309.7,7000416,1,0
1,4,415,yes,0,0,364-6617,OH,96,28.85,169.7,94,11.2,131.8,4,3.83,14.2,86,11.03,no,245.1,7000417,1,0
0,119,408,no,1,0,383-3583,NY,131,26.04,153.2,85,9.91,116.6,5,2.73,10.1,74,9.83,no,218.5,7000418,2,0
0,31,415,no,2,0,338-4704,MN,96,38.17,224.5,72,16.25,191.2,1,2.46,9.1,100,9.65,no,214.5,7000419,0,0
1,114,415,no,1,0,400-3168,WV,95,42.13,247.8,98,21.68,255.1,6,2.57,9.5,105,10.08,no,224.1,7000420,1,0
0,47,415,yes,2,0,394-7682,MD,104,30.11,177.1,97,18.48,217.4,5,2.62,9.7,131,8.63,no,191.8,7000421,1,0
0,77,415,no,0,0,337-8750,GA,119,22.87,134.5,104,10.17,119.7,5,2.51,9.3,112,11.28,no,250.7,7000422,1,0
0,39,510,no,0,38,329-1120,WY,66,34.31,201.8,87,17.01,200.1,3,2.57,9.5,112,7.82,yes,173.7,7000423,1,0
0,193,415,no,2,0,339-6887,WV,114,30.69,180.5,80,10.02,117.9,4,2.75,10.2,97,8.68,no,192.9,7000424,0,0
0,103,415,no,4,40,382-6740,OH,95,27.97,164.5,82,19.44,228.7,1,2,7.4,97,8.76,yes,194.7,7000425,0,0
1,36,415,yes,1,19,399-1526,AK,96,29.22,171.9,111,16.86,198.4,1,2.84,10.5,76,14.48,yes,321.7,7000426,1,0
0,149,415,no,1,0,382-6119,MT,83,41.51,244.2,72,22.27,262,4,1.89,7,113,6.5,no,144.5,7000427,1,0
0,87,415,no,1,0,404-2069,IL,69,37.64,221.4,53,16.59,195.2,4,3.7,13.7,91,5.43,no,120.6,7000428,1,0
0,1,510,no,3,0,329-2106,RI,114,41.06,241.5,94,16.59,195.2,3,3.81,14.1,93,9.07,no,201.6,7000429,1,0
0,62,415,no,3,0,384-8314,WY,77,19.81,116.5,111,15.82,186.1,2,4.35,16.1,72,8.13,no,180.6,7000430,0,0
0,112,415,no,1,0,358-7212,WA,107,26.88,158.1,101,15.43,181.5,7,2.24,8.3,126,9.01,no,200.3,7000431,1,0
0,82,408,no,3,0,370-8039,CO,81,20.67,121.6,109,16.26,191.3,5,2.32,8.6,81,10.41,no,231.4,7000432,0,0
0,86,408,no,0,0,387-5618,DC,94,30.31,178.3,74,22.47,264.4,2,4.05,15,109,12.81,no,284.6,7000433,0,0
0,141,415,no,2,0,409-3611,OH,79,36.69,215.8,85,9.58,112.7,4,1.51,5.6,109,9.98,no,221.8,7000434,0,0
0,55,415,no,2,28,373-4542,AL,134,37.83,222.5,106,15.11,177.8,4,2.62,9.7,90,8.76,yes,194.6,7000435,1,0
0,127,415,no,1,0,384-1895,KY,75,44.97,264.5,91,15.23,179.2,1,2.16,8,93,6.39,no,141.9,7000436,1,0
0,82,510,no,1,23,380-1093,IA,93,21.03,123.7,74,11.82,139.1,2,2.86,10.6,118,7.85,yes,174.5,7000437,1,0
0,69,415,no,0,0,383-1580,OH,76,41.62,244.8,100,6.56,77.2,3,2.7,10,102,10.03,no,222.8,7000438,1,0
0,131,415,no,0,0,341-9321,MD,108,36.18,212.8,115,18.02,212,11,2.65,9.8,96,10.62,no,235.9,7000439,1,0
1,87,510,no,2,0,384-3968,HI,63,50.56,297.4,108,10.06,118.4,2,2.97,11,72,10.9,no,242.3,7000440,1,0
0,63,415,no,1,0,342-7847,WV,95,25.13,147.8,72,17.12,201.4,8,2.32,8.6,118,6.97,no,154.9,7000441,1,0
0,124,408,yes,2,29,331-8698,SD,75,31.81,187.1,142,12.62,148.5,7,1.49,5.5,124,9.65,yes,214.4,7000442,1,0
0,148,408,no,2,0,337-7132,NY,84,40.21,236.5,95,20.06,236,6,2.24,8.3,124,10.29,no,228.6,7000443,1,0
0,68,415,no,1,0,364-7579,ID,108,31.71,186.5,107,16.17,190.2,5,2.97,11,103,8.45,no,187.8,7000444,1,0
1,72,415,yes,4,0,379-7890,TX,101,48.64,286.1,94,26.02,306.1,1,2.78,10.3,89,10.48,no,232.8,7000445,1,0
0,119,510,no,2,0,420-6893,TX,100,18.22,107.2,100,18.79,221.1,3,2.24,8.3,96,9.57,no,212.6,7000446,0,0
0,43,415,no,1,36,358-5239,ID,68,15.83,93.1,83,20.92,246.1,8,2.35,8.7,109,4.27,yes,94.9,7000447,0,0
0,136,510,no,2,0,343-4434,CA,110,22.51,132.4,81,21.6,254.1,6,3.51,13,100,7.94,no,176.5,7000448,0,0
0,97,510,no,0,0,385-6470,MO,99,13.72,80.7,93,22.3,262.3,3,2.38,8.8,130,9.66,no,214.6,7000449,1,0
0,149,415,no,0,0,327-6947,OR,103,19.47,114.5,100,19.45,228.8,3,2.89,10.7,74,6.11,no,135.8,7000450,1,0
1,59,510,no,4,0,413-2034,KY,92,26.44,155.5,104,16.35,192.3,3,2.84,10.5,106,5.55,no,123.3,7000451,1,0
0,77,415,no,1,0,364-1156,NY,130,31.4,184.7,105,16.49,194,4,2.43,9,91,11.21,no,249.1,7000452,1,0
0,110,415,no,2,0,379-6936,MI,127,16,94.1,97,24.06,283,6,2.78,10.3,69,7.59,no,168.7,7000453,1,0
0,70,415,no,1,0,327-7615,WA,110,38.98,229.3,89,10.05,118.2,4,2.13,7.9,105,6.98,no,155,7000454,0,0
0,155,510,no,1,0,334-3433,VT,109,38.05,223.8,68,19.84,233.4,8,2.38,8.8,111,9.07,no,201.6,7000455,0,0
0,151,415,no,3,27,386-7672,DC,141,26.25,154.4,109,17.9,210.6,3,2.11,7.8,109,7.56,yes,167.9,7000456,0,0
1,125,415,no,4,0,330-8642,TX,107,32.33,190.2,75,17.78,209.2,5,3.83,14.2,136,4.59,no,102.1,7000457,1,0
0,83,415,no,1,0,352-4255,NJ,120,28.39,167,102,17.77,209.1,2,2.32,8.6,107,5.9,no,131,7000458,2,0
0,94,510,no,0,0,334-3152,ND,113,26.32,154.8,121,22.25,261.8,5,3.13,11.6,81,9.58,no,213,7000459,1,0
0,11,415,no,1,36,356-3554,CO,122,49.88,293.4,91,14.8,174.1,6,1.86,6.9,50,9.54,yes,212,7000460,1,0
0,92,415,no,3,0,404-9485,CO,113,27.29,160.5,134,24.42,287.3,3,2.21,8.2,93,9.57,no,212.6,7000461,1,0
0,70,415,no,0,20,361-3491,GA,110,39.13,230.2,111,15.09,177.5,2,3.21,11.9,38,9.28,yes,206.3,7000462,1,0
0,82,510,no,0,0,393-8000,UT,95,32.62,191.9,105,9.92,116.7,5,2.21,8.2,113,9.12,no,202.6,7000463,1,0
0,65,408,no,1,0,403-7587,CO,119,22.36,131.5,119,18.9,222.3,7,3,11.1,83,6.99,no,155.3,7000464,1,0
1,102,510,no,0,0,375-8584,AZ,116,29.17,171.6,111,18.65,219.4,4,3.27,12.1,85,10.89,no,242.1,7000465,1,0
1,112,510,no,3,0,400-4883,TX,69,41.16,242.1,150,19.99,235.2,5,2.7,10,106,10.7,no,237.7,7000466,1,0
0,78,408,no,1,0,380-2125,CT,61,26.74,157.3,119,20.57,242,1,2.86,10.6,107,8.82,no,196,7000467,0,0
0,77,408,yes,1,0,407-7760,NM,82,32.76,192.7,91,16.83,198,6,2.43,9,95,9.19,no,204.2,7000468,1,0
0,126,415,no,1,0,404-3184,MI,91,29.85,175.6,100,12.84,151.1,2,2.67,9.9,100,9.07,no,201.5,7000469,1,0
0,58,415,no,2,29,391-1850,ME,84,40.73,239.6,80,15.48,182.1,3,2.97,11,100,5.32,yes,118.3,7000470,1,0
0,38,510,no,0,0,353-5218,CT,110,16.47,96.9,75,20.52,241.4,3,2.92,10.8,69,6.35,no,141,7000471,0,0
0,87,408,no,2,0,413-6899,MO,104,22.02,129.5,133,16.49,194,7,1.94,7.2,65,12.96,no,287.9,7000472,0,0
0,72,510,yes,4,0,363-5220,WY,75,46.58,274,110,13.84,162.8,3,2.08,7.7,121,4.95,no,110,7000473,1,0
0,69,415,no,2,0,388-2082,DC,86,18.99,111.7,68,15.94,187.5,10,3.13,11.6,128,8.77,no,194.8,7000474,1,0
0,85,408,no,3,0,403-1286,RI,82,24.26,142.7,106,15.22,179.1,8,1.35,5,88,6.36,no,141.4,7000475,1,0
0,176,415,no,1,0,399-7573,VA,91,36.84,216.7,104,19.88,233.9,4,2.43,9,110,10.4,no,231.1,7000476,1,0
0,133,415,no,3,0,412-4990,MA,106,35.21,207.1,124,24.1,283.5,2,2.84,10.5,107,2.93,no,65.2,7000477,1,0
0,146,415,no,3,0,406-7175,MT,86,36.52,214.8,94,19.63,230.9,3,1.57,5.8,100,10.07,no,223.8,7000478,1,0
0,31,415,no,0,0,410-4125,WA,67,24.29,142.9,72,9.32,109.7,6,3.11,11.5,112,13.21,no,293.6,7000479,1,0
1,78,415,yes,3,0,372-2361,TN,126,12.16,71.5,127,14.18,166.8,2,2.24,8.3,86,9.52,no,211.6,7000480,1,0
0,118,415,no,1,0,379-5981,ND,113,13.19,77.6,75,10.79,126.9,4,4.02,14.9,79,8.59,no,191,7000481,0,0
0,119,510,no,3,0,343-9362,ME,66,12.53,73.7,132,13.64,160.5,6,3.51,13,67,9.64,no,214.2,7000482,0,0
1,141,408,no,0,0,407-1461,CO,90,44.93,264.3,101,18.39,216.4,3,2.59,9.6,72,9.4,no,208.8,7000483,0,0
1,91,510,yes,2,0,336-2510,IN,100,17.54,103.2,154,10.61,124.8,4,3.78,14,111,15.12,no,336.1,7000484,0,0
1,150,510,yes,1,0,390-2027,DC,156,19.52,114.8,78,11.5,135.3,4,4.21,15.6,98,9.83,no,218.4,7000485,1,0
0,76,415,no,3,0,350-9298,UT,124,36.13,212.5,110,18.32,215.5,9,1.4,5.2,94,5.76,no,128,7000486,0,0
0,159,510,no,1,36,343-7980,ID,120,48.99,288.2,105,19.3,227.1,7,3.59,13.3,113,8.92,yes,198.2,7000487,1,0
0,66,415,no,0,0,338-6767,UT,98,32.71,192.4,93,15.9,187,1,3.02,11.2,82,5.98,no,132.9,7000488,1,0
0,139,415,no,1,0,383-9392,MD,76,17.37,102.2,106,19.55,230,4,2.92,10.8,136,8.25,no,183.4,7000489,0,0
0,122,415,yes,0,0,350-1054,VT,114,8.42,49.5,98,18.2,214.1,4,2.7,10,120,6.97,no,154.9,7000490,1,0
1,91,415,no,4,0,382-3034,FL,70,26.04,153.2,91,19.69,231.7,3,2.65,9.8,80,5.18,no,115.1,7000491,1,0
0,131,415,no,1,0,354-7303,NH,79,9.44,55.5,104,13.9,163.5,4,2.73,10.1,59,5.76,no,128.1,7000492,1,0
0,135,415,no,0,0,416-5380,IL,61,42.02,247.2,122,14.34,168.7,1,1.78,6.6,100,7.64,no,169.8,7000493,1,0
0,109,408,no,3,40,359-1287,NM,116,16.95,99.7,117,11.93,140.3,5,3.75,13.9,76,9.96,yes,221.3,7000494,1,0
0,129,415,no,2,0,368-5046,KS,117,37.43,220.2,102,22.19,261.1,1,2.92,10.8,132,7.47,no,165.9,7000495,1,0
0,85,415,no,2,0,416-3536,WV,75,19.87,116.9,109,15.58,183.3,8,2.7,10,119,13.83,no,307.4,7000496,1,0
0,125,408,no,0,0,347-1182,ID,98,29.9,175.9,148,16.39,192.8,5,2.86,10.6,110,12.52,no,278.2,7000497,1,0
0,67,415,no,3,0,402-4206,ME,95,35.36,208,81,19.96,234.8,6,3.16,11.7,80,11.97,no,266,7000498,1,0
0,61,415,no,1,28,398-3490,MA,110,40.78,239.9,87,18.61,218.9,4,3.27,12.1,46,7.47,yes,166,7000499,1,0
0,77,510,no,1,0,342-6182,TX,95,23.21,136.5,102,15.52,182.6,10,2.67,9.9,93,10.51,no,233.6,7000500,1,0
0,135,408,yes,3,0,389-4686,OR,112,29.72,174.8,125,18.53,218,6,3.43,12.7,102,8.1,no,180.1,7000501,0,0
0,43,510,no,3,26,380-1669,WV,94,24.06,141.5,123,16.69,196.4,1,3.48,12.9,100,7.76,yes,172.4,7000502,2,0
0,120,415,no,3,0,403-1409,MO,123,13.46,79.2,106,18.03,212.1,4,2.75,10.2,104,10.11,no,224.6,7000503,0,0
0,62,415,no,0,0,410-4629,WY,102,40.61,238.9,115,13.72,161.4,4,3.62,13.4,103,11.18,no,248.5,7000504,1,0
0,160,408,no,3,37,355-7681,WV,104,30.57,179.8,115,12.31,144.8,8,3,11.1,89,9.41,yes,209.1,7000505,1,0
1,67,510,no,2,0,418-7885,UT,78,38.4,225.9,83,20.66,243.1,2,3.65,13.5,94,3.78,no,84.1,7000506,0,0
0,98,415,no,1,0,365-1710,KY,113,32.27,189.8,111,23.08,271.5,5,3.51,13,96,9.85,no,218.9,7000507,0,0
1,103,510,no,1,0,388-4235,OK,97,45.39,267,151,17.37,204.3,7,3.05,11.3,67,11.11,no,246.9,7000508,1,0
0,121,415,no,1,0,375-6971,TN,79,36.94,217.3,106,18.53,218,7,3.11,11.5,69,7.49,no,166.5,7000509,0,0
0,111,415,no,2,0,395-7027,GA,92,21.95,129.1,132,12.66,148.9,7,4.54,16.8,103,11.88,no,264,7000510,0,0
0,127,408,no,2,0,344-1999,NE,110,23.04,135.5,116,12.41,146,4,2.89,10.7,88,9.36,no,208,7000511,1,0
1,65,510,no,4,0,364-8637,WA,63,31.18,183.4,80,15.61,183.6,4,2.89,10.7,83,6.91,no,153.5,7000512,1,0
1,86,510,no,3,0,342-4634,MO,109,37.91,223,76,24.33,286.2,7,2.03,7.5,132,11.6,no,257.8,7000513,1,0
0,133,510,no,2,24,419-7320,WV,106,21.34,125.5,95,13.7,161.2,4,4.05,15,112,9.41,yes,209.1,7000514,1,0
0,238,415,no,2,0,351-4104,WA,60,34.34,202,105,18.18,213.9,1,3.24,12,90,11.99,no,266.4,7000515,1,0
0,119,510,no,0,0,398-8353,ME,135,23.8,140,103,11.81,138.9,6,1.65,6.1,121,10.36,no,230.2,7000516,0,0
0,113,415,no,0,0,387-6522,WI,90,21.42,126,92,17.49,205.8,1,3.46,12.8,121,9.76,no,217,7000517,1,0
0,126,415,no,1,0,328-6785,NC,68,38.79,228.2,102,14.47,170.2,6,2.75,10.2,72,7.6,no,168.9,7000518,1,0
1,103,415,no,1,0,414-5554,OK,121,47.33,278.4,139,21.44,252.2,1,3.7,13.7,96,9.1,no,202.3,7000519,2,0
0,104,415,no,2,0,365-9789,MA,75,48.5,285.3,111,11.12,130.8,2,2.84,10.5,99,8.18,no,181.8,7000520,0,0
0,56,415,no,1,0,349-3065,MN,100,37.89,222.9,110,12.34,145.2,8,1.51,5.6,129,7.68,no,170.6,7000521,2,0
0,56,510,no,1,37,386-7001,ND,97,26.13,153.7,91,23.07,271.4,2,2.24,8.3,121,8.06,yes,179,7000522,1,0
1,155,415,yes,2,0,412-6782,AZ,88,29.94,176.1,84,20.78,244.5,1,3.02,11.2,99,8.55,no,189.9,7000523,2,0
0,100,408,no,2,41,367-6010,SC,71,52.17,306.9,72,20.68,243.3,4,2.84,10.5,114,5.67,yes,125.9,7000524,1,0
0,113,408,no,1,0,422-8472,ME,85,34.58,203.4,140,18.68,219.8,5,2.24,8.3,107,10.8,no,240,7000525,1,0
0,103,415,no,2,37,370-4667,MO,112,39.22,230.7,116,27.15,319.4,3,2.13,7.9,77,13.47,yes,299.4,7000526,0,0
0,160,415,no,0,0,414-6478,NJ,106,20.21,118.9,75,13.9,163.5,4,3.54,13.1,131,8.78,no,195,7000527,1,0
0,142,408,no,1,34,380-4194,WY,85,37.32,219.5,120,12.24,144,3,1.89,7,84,11.62,yes,258.2,7000528,2,0
0,73,415,yes,0,34,409-8346,OK,103,42.99,252.9,79,18.71,220.1,3,3.08,11.4,65,6.52,yes,144.9,7000529,1,0
0,135,415,no,1,46,339-9147,PA,77,29.34,172.6,102,17.29,203.4,2,2.81,10.4,108,11.89,yes,264.2,7000530,0,0
0,120,415,no,0,0,371-7098,ND,108,29.6,174.1,96,17.82,209.6,2,3.13,11.6,99,12.04,no,267.5,7000531,1,0
0,29,415,no,1,0,399-5418,NM,112,44.54,262,60,7.03,82.7,5,2.89,10.7,120,8.78,no,195.1,7000532,1,0
0,158,415,no,3,0,409-1729,FL,115,20.96,123.3,91,11.08,130.4,3,3.02,11.2,119,10.97,no,243.7,7000533,2,0
0,132,408,no,4,0,387-7184,MO,125,36.31,213.6,54,11.38,133.9,2,2.03,7.5,104,14.95,no,332.2,7000534,1,0
1,104,415,no,3,0,407-5234,NV,90,35.85,210.9,101,23.14,272.2,5,2.86,10.6,86,13.69,no,304.3,7000535,1,0
0,74,510,no,1,0,377-4646,SD,97,24.43,143.7,110,19.52,229.6,5,3.19,11.8,100,4.45,no,98.8,7000536,1,0
0,28,415,no,2,0,347-6706,OR,90,29.1,171.2,65,14.78,173.9,4,3.78,14,139,9.47,no,210.5,7000537,0,0
1,45,415,yes,1,0,360-8131,TN,96,32.23,189.6,69,14.59,171.7,7,3.75,13.9,102,9.99,no,222,7000538,0,0
0,60,415,no,2,0,342-2078,VA,91,39.02,229.5,67,13.4,157.7,3,3.56,13.2,76,7.31,no,162.4,7000539,0,0
1,173,408,no,4,0,332-3072,ME,108,21.86,128.6,92,21.11,248.3,2,2.81,10.4,115,5.85,no,130.1,7000540,1,0
0,152,408,no,1,26,394-5397,FL,82,36.52,214.8,135,19.27,226.7,11,2.05,7.6,97,9.3,yes,206.7,7000541,0,0
0,140,510,no,2,0,388-8481,RI,110,31.81,187.1,70,13.43,158,2,2.3,8.5,123,9.51,no,211.4,7000542,1,0
0,94,415,no,0,31,385-3019,DC,90,35.58,209.3,111,23.94,281.7,5,2.13,7.9,66,8.55,yes,190.1,7000543,1,0
0,88,415,no,0,0,337-1302,AR,102,24.09,141.7,125,19.23,226.2,8,3.21,11.9,93,4.5,no,100.1,7000544,0,0
0,170,408,no,1,22,370-5687,OR,66,29.51,173.6,83,12.09,142.2,3,1.4,5.2,93,7.04,yes,156.5,7000545,1,0
0,57,510,no,1,0,355-2963,SD,75,30.07,176.9,86,17.36,204.2,4,1.65,6.1,90,11.43,no,254.1,7000546,0,0
1,78,510,yes,0,0,352-3832,MS,93,33.81,198.9,86,17.9,210.6,12,3.89,14.4,99,11.34,no,252.1,7000547,1,0
0,102,408,no,0,27,416-8826,NC,66,18.67,109.8,76,17.62,207.3,7,2.78,10.3,101,10.66,yes,236.9,7000548,1,0
1,49,408,no,3,0,340-9208,OH,105,34.39,202.3,131,16.61,195.4,2,2.43,9,88,8.55,no,190.1,7000549,1,0
0,195,415,no,0,0,379-6697,IN,109,37.67,221.6,94,10.73,126.2,2,1.73,6.4,98,9.55,no,212.2,7000550,1,0
1,64,415,no,4,0,386-9320,MT,105,22.32,131.3,114,9.3,109.4,4,3.43,12.7,125,11.08,no,246.2,7000551,1,0
1,105,408,yes,3,0,336-4889,SC,156,46.58,274,69,22.36,263,3,3.05,11.3,93,8.82,no,195.9,7000552,1,0
0,81,415,no,1,33,352-1257,OR,103,34.05,200.3,96,18.44,216.9,4,4.19,15.5,100,11.24,yes,249.8,7000553,1,0
0,123,415,no,3,38,396-4149,OR,104,34.39,202.3,105,24.85,292.4,1,3.02,11.2,63,10.77,yes,239.3,7000554,1,0
0,63,408,no,3,0,408-8873,GA,119,34.68,204,90,13.74,161.7,4,2.54,9.4,113,9.12,no,202.6,7000555,1,0
0,126,415,no,3,0,340-1893,MI,114,32.83,193.1,61,6.42,75.5,1,3,11.1,73,8.38,no,186.2,7000556,1,0
0,153,415,no,2,0,420-1372,OR,132,34.37,202.2,78,13.51,158.9,4,2.32,8.6,98,5.01,no,111.4,7000557,1,0
0,67,415,no,3,0,385-7814,OR,118,41.67,245.1,94,15.74,185.2,3,2.19,8.1,112,8.71,no,193.6,7000558,1,0
0,65,408,no,2,0,400-9082,MA,71,26.91,158.3,119,14.31,168.3,6,1.78,6.6,119,6.3,no,139.9,7000559,1,0
0,21,408,no,0,0,368-5621,IA,79,23.48,138.1,75,15.89,186.9,1,3.27,12.1,105,8.74,no,194.2,7000560,1,0
0,72,510,no,0,0,355-3803,VA,92,36.16,212.7,100,26.04,306.4,6,3.48,12.9,90,6.31,no,140.3,7000561,0,0
1,176,510,no,7,0,382-4771,WV,111,51.71,304.2,64,26.06,306.6,2,2.57,9.5,98,9.36,no,207.9,7000562,1,0
0,150,408,no,2,24,340-6060,TX,157,36.11,212.4,91,14.34,168.7,1,2.62,9.7,112,8.97,yes,199.4,7000563,1,0
1,108,510,yes,1,0,379-5017,IL,68,23.34,137.3,94,12.22,143.8,1,2.4,8.9,101,10.74,no,238.7,7000564,1,0
0,129,510,no,1,10,347-2422,RI,91,27.44,161.4,102,15.56,183.1,3,3.48,12.9,65,10.81,yes,240.3,7000565,1,0
0,73,510,yes,1,0,335-6557,WA,108,34.49,202.9,121,24.3,285.9,5,3.46,12.8,102,9.86,no,219,7000566,1,0
0,90,415,no,0,0,408-8957,DE,75,46.27,272.2,96,10.45,122.9,2,2.48,9.2,100,11.37,no,252.6,7000567,1,0
0,105,408,no,1,0,379-9438,NV,103,16.69,98.2,91,11.93,140.3,1,3.75,13.9,106,6.31,no,140.2,7000568,1,0
0,115,408,no,1,0,329-5668,MO,81,13.74,80.8,91,16.63,195.7,6,3.16,11.7,66,8.55,no,190.1,7000569,0,0
0,82,415,no,7,0,417-3313,OH,114,35.22,207.2,97,13.91,163.7,4,2.51,9.3,79,8.68,no,192.8,7000570,2,0
0,131,415,no,4,0,372-1849,NH,134,38.71,227.7,88,13.83,162.7,7,2.4,8.9,90,12.57,no,279.4,7000571,1,0
0,77,415,no,0,0,402-6363,ME,117,35.5,208.8,81,14.91,175.4,3,3.62,13.4,105,7.72,no,171.5,7000572,0,0
0,201,510,no,3,0,402-7349,NH,61,27.18,159.9,124,20.17,237.3,4,3.62,13.4,99,13.06,no,290.2,7000573,1,0
0,139,415,yes,3,0,414-2751,NC,101,31.47,185.1,75,22.67,266.7,3,2.43,9,95,9.36,no,207.9,7000574,1,0
0,94,408,no,1,0,351-9450,KY,93,23.65,139.1,100,20.22,237.9,3,3.08,11.4,59,10.22,no,227.1,7000575,0,0
0,95,415,no,1,0,330-9197,UT,99,26.44,155.5,75,14.2,167,4,3.56,13.2,125,8.58,no,190.7,7000576,1,0
0,138,408,no,2,0,367-8176,NV,82,30.69,180.5,103,20.6,242.4,7,2.78,10.3,89,11,no,244.4,7000577,1,0
0,105,415,no,1,0,409-7971,VT,111,34.78,204.6,109,11.42,134.4,7,1.54,5.7,69,11.74,no,260.8,7000578,0,0
1,81,415,yes,1,0,333-6788,ME,76,37.47,220.4,122,23.49,276.4,5,3.08,11.4,112,10.78,no,239.5,7000579,1,0
0,127,510,no,2,0,386-3651,ME,137,37.94,223.2,119,12.3,144.7,4,2.32,8.6,109,4.32,no,96,7000580,0,0
0,84,415,no,0,0,417-3884,PA,114,18.55,109.1,113,19.67,231.4,4,2.59,9.6,112,12.33,no,274,7000581,1,0
0,47,510,no,2,30,395-9771,MI,101,23.21,136.5,74,14.87,174.9,3,2.94,10.9,91,6.59,yes,146.4,7000582,1,0
1,128,510,yes,1,0,405-8341,MN,96,32.78,192.8,86,11.61,136.6,4,3.65,13.5,75,6.83,no,151.8,7000583,1,0
0,39,408,no,2,0,397-7074,SD,88,30.43,179,124,12.6,148.2,4,2.38,8.8,116,6.61,no,146.8,7000584,1,0
1,76,510,no,0,0,345-1157,KY,94,49.95,293.8,62,14.42,169.6,9,3.7,13.7,103,7.22,no,160.4,7000585,0,0
0,95,415,no,2,0,358-4181,SC,98,38.52,226.6,107,7.52,88.5,3,3.21,11.9,105,7.48,no,166.2,7000586,1,0
1,82,415,no,1,0,379-8644,WA,110,53.31,313.6,104,22.37,263.2,5,2.03,7.5,93,6.26,no,139,7000587,0,0
0,167,408,no,1,0,358-4969,KY,66,22.19,130.5,102,6.88,80.9,5,3.02,11.2,116,9.97,no,221.6,7000588,1,0
0,104,415,no,0,0,331-9374,PA,102,31.76,186.8,114,14.99,176.3,3,3.51,13,84,10,no,222.2,7000589,2,0
0,136,415,no,2,0,416-6760,VA,92,18.73,110.2,109,18.65,219.4,4,3.32,12.3,67,8.46,no,188.1,7000590,1,0
0,83,510,no,0,33,341-7855,UT,85,38.79,228.2,114,21.18,249.2,7,2.75,10.2,89,4.21,yes,93.5,7000591,1,0
1,78,415,yes,2,0,387-4090,DC,107,30.02,176.6,98,15.25,179.4,5,4.48,16.6,80,8.02,no,178.2,7000592,2,0
0,135,415,no,0,45,329-4175,MA,102,41.04,241.4,78,17.54,206.4,6,2.54,9.4,104,8.85,yes,196.6,7000593,0,0
0,79,408,no,3,0,348-3694,LA,88,29.72,174.8,94,16.75,197,6,2.32,8.6,103,3.92,no,87,7000594,1,0
0,133,415,no,1,0,368-5606,VA,64,29.21,171.8,83,15.05,177.1,4,2.78,10.3,96,10.04,no,223,7000595,1,0
0,76,415,no,1,37,403-7877,MI,58,32.44,190.8,101,18.86,221.9,4,3.32,12.3,104,9.5,yes,211.2,7000596,0,0
0,216,408,no,3,0,333-1633,MI,106,36.09,212.3,71,16.24,191.1,8,2.54,9.4,79,10.12,no,224.9,7000597,1,0
0,73,510,no,2,0,418-7248,CT,123,27.03,159,95,19.83,233.3,3,4.1,15.2,155,8.05,no,178.9,7000598,0,0
0,183,408,no,3,38,409-4681,NH,103,30.33,178.4,79,15.67,184.4,3,1.94,7.2,94,9.15,yes,203.3,7000599,0,0
0,106,415,no,0,0,394-5644,AL,123,37.76,222.1,92,23.53,276.8,3,2.43,9,99,9.61,no,213.5,7000600,1,0
0,78,510,no,6,0,349-6098,MD,96,40.61,238.9,92,16.67,196.1,1,2.97,11,95,4.61,no,102.4,7000601,1,0
0,109,415,no,1,0,396-4269,ND,105,17.31,101.8,107,29.66,348.9,5,2.03,7.5,150,10.49,no,233.2,7000602,2,0
0,90,510,no,2,0,420-6843,RI,98,32.3,190,111,16.67,196.1,6,2.16,8,58,9.74,no,216.4,7000603,1,0
